# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 21 14:06:08 2018
#
# CONSTRAINT:  where (av_training_set like '%UNK%'
# CONSTRAINT:  and av_pred_class like '%PC%'
# CONSTRAINT:  )
# CONSTRAINT:  order by av_training_set desc, av_pred_class asc
#
# COLUMN kepid:          KepID
# COLUMN tce_plnt_num:   Planet Number
# COLUMN av_training_set: Autovetter Training Set Label
# COLUMN av_pred_class:  Autovetter Predicted Classification
#
rowid,kepid,tce_plnt_num,av_training_set,av_pred_class
9346,6691169,1,PC,PC
9347,6691244,1,UNK,NTP
9348,6691244,2,AFP,AFP
9349,6707691,2,AFP,AFP
9350,6707691,3,AFP,AFP
9351,6707833,1,PC,PC
9352,6707835,1,PC,PC
9353,6752876,2,UNK,NTP
9354,6752876,3,AFP,AFP
9355,6755676,1,UNK,NTP
9356,6755944,1,PC,PC
9357,6776331,1,AFP,AFP
9358,6776331,2,AFP,AFP
9359,6776331,3,AFP,AFP
9360,6776401,1,PC,PC
9361,6791090,2,AFP,AFP
9362,6792124,1,AFP,AFP
9363,6792908,1,PC,PC
9364,6846911,1,PC,PC
9365,6847018,1,AFP,AFP
9366,6847018,2,AFP,AFP
9367,6848584,1,UNK,NTP
9368,6864569,1,AFP,AFP
9369,6864569,2,AFP,AFP
9370,6864569,3,AFP,AFP
9371,6864706,1,NTP,NTP
9372,6864859,1,AFP,AFP
9373,6878173,1,NTP,NTP
9374,6878240,1,PC,PC
9375,6878240,2,PC,PC
9376,6878288,1,UNK,NTP
9377,6929841,1,PC,PC
9378,6929841,2,NTP,NTP
9379,6932987,1,PC,PC
9380,6932987,2,PC,PC
9381,6509282,1,AFP,AFP
9382,6509328,1,NTP,NTP
9383,6509713,1,AFP,AFP
9384,6509713,2,AFP,AFP
9385,6522750,3,NTP,NTP
9386,6522823,1,UNK,NTP
9387,6522823,2,AFP,AFP
9388,6522823,3,AFP,AFP
9389,6531801,3,UNK,NTP
9390,6535143,1,UNK,NTP
9391,6535143,2,UNK,NTP
9392,6535143,3,UNK,NTP
9393,6579806,1,AFP,AFP
9394,6579806,2,AFP,AFP
9395,6584042,1,NTP,NTP
9396,6603756,2,AFP,AFP
9397,6603765,1,UNK,PC
9398,6604303,1,UNK,NTP
9399,6614748,1,UNK,NTP
9400,6614892,1,AFP,AFP
9401,6614892,2,AFP,AFP
9402,6614892,3,UNK,NTP
9403,6636067,1,NTP,NTP
9404,6636320,1,PC,PC
9405,6664842,1,UNK,PC
9406,6665064,1,UNK,PC
9407,6691244,3,AFP,AFP
9408,6691244,4,AFP,AFP
9409,6691244,5,AFP,AFP
9410,6691244,6,UNK,NTP
9411,6707908,1,PC,PC
9412,6707942,1,AFP,AFP
9413,6707942,2,AFP,AFP
9414,6708053,1,UNK,NTP
9415,6715221,1,NTP,NTP
9416,6756202,1,AFP,AFP
9417,6756386,1,AFP,AFP
9418,6756386,2,AFP,AFP
9419,6776555,1,PC,PC
9420,6776957,1,UNK,NTP
9421,6777016,1,UNK,NTP
9422,6792983,1,UNK,NTP
9423,6793409,1,AFP,AFP
9424,6793409,2,AFP,AFP
9425,6793409,3,AFP,AFP
9426,6849046,1,PC,PC
9427,6849310,1,PC,PC
9428,6849310,2,PC,PC
9429,6864859,2,AFP,AFP
9430,6864859,3,UNK,NTP
9431,6864885,1,AFP,AFP
9432,6864885,2,AFP,AFP
9433,6878288,2,UNK,NTP
9434,6878408,1,UNK,PC
9435,6878641,1,UNK,NTP
9436,6933567,1,AFP,PC
9437,6933781,1,AFP,AFP
9438,6933781,2,AFP,AFP
9439,6934045,1,PC,PC
9440,6510059,1,NTP,NTP
9441,6510174,1,AFP,AFP
9442,6510174,2,AFP,AFP
9443,6522824,1,AFP,AFP
9444,6523058,1,PC,PC
9445,6523216,1,UNK,AFP
9446,6523216,2,UNK,PC
9447,6535166,1,UNK,NTP
9448,6541920,1,PC,PC
9449,6541920,2,PC,PC
9450,6584042,2,NTP,NTP
9451,6584167,1,AFP,AFP
9452,6584273,1,PC,PC
9453,6584278,1,UNK,AFP
9454,6604303,2,UNK,AFP
9455,6604303,3,UNK,NTP
9456,6604303,4,UNK,NTP
9457,6604328,1,PC,PC
9458,6614926,1,AFP,AFP
9459,6614926,2,AFP,AFP
9460,6615511,1,PC,PC
9461,6615600,1,NTP,AFP
9462,6665064,2,UNK,AFP
9463,6665223,1,PC,PC
9464,6665512,1,PC,PC
9465,6665695,1,PC,PC
9466,6692833,1,AFP,AFP
9467,6693640,1,PC,PC
9468,6694186,1,AFP,AFP
9469,6694649,1,NTP,NTP
9470,6715331,1,NTP,NTP
9471,6715434,1,AFP,AFP
9472,6715434,2,AFP,AFP
9473,6756386,3,AFP,AFP
9474,6756481,1,NTP,NTP
9475,6756481,2,UNK,NTP
9476,6756669,1,AFP,AFP
9477,6777360,1,UNK,NTP
9478,6777538,1,UNK,NTP
9479,6777538,2,NTP,NTP
9480,6777538,3,NTP,NTP
9481,6794857,1,NTP,NTP
9482,6801692,1,AFP,AFP
9483,6801692,2,AFP,AFP
9484,6849310,3,PC,PC
9485,6850504,1,PC,PC
9486,6850504,2,PC,PC
9487,6850504,3,PC,PC
9488,6864891,1,AFP,AFP
9489,6864891,2,AFP,AFP
9490,6864893,1,AFP,AFP
9491,6864893,2,AFP,AFP
9492,6879171,1,PC,PC
9493,6879183,1,PC,PC
9494,6879594,1,NTP,NTP
9495,6879594,2,AFP,AFP
9496,6934291,1,PC,PC
9497,6934306,1,NTP,NTP
9498,6934587,1,AFP,AFP
9499,6934587,2,AFP,AFP
9500,6511019,1,AFP,AFP
9501,6511019,2,AFP,AFP
9502,6511019,3,AFP,AFP
9503,6511019,4,AFP,AFP
9504,6511182,1,PC,PC
9505,6523259,1,UNK,NTP
9506,6523351,1,PC,PC
9507,6523440,1,UNK,NTP
9508,6541920,3,PC,PC
9509,6541920,4,PC,PC
9510,6541920,5,PC,PC
9511,6541920,6,PC,PC
9512,6586052,1,AFP,AFP
9513,6586052,2,AFP,AFP
9514,6586333,1,UNK,NTP
9515,6605493,1,PC,PC
9516,6606229,1,AFP,AFP
9517,6606229,2,AFP,AFP
9518,6606229,3,UNK,NTP
9519,6616211,1,AFP,AFP
9520,6616211,2,AFP,AFP
9521,6616211,3,NTP,NTP
9522,6665860,1,PC,PC
9523,6666233,1,PC,PC
9524,6668712,1,UNK,NTP
9525,6694649,2,UNK,NTP
9526,6695329,1,UNK,NTP
9527,6695622,1,UNK,AFP
9528,6695801,1,AFP,AFP
9529,6715434,3,UNK,NTP
9530,6715577,1,NTP,NTP
9531,6715577,2,NTP,NTP
9532,6715809,1,NTP,NTP
9533,6756669,2,AFP,AFP
9534,6757075,1,NTP,NTP
9535,6757160,1,UNK,NTP
9536,6757160,2,UNK,NTP
9537,6778008,1,AFP,AFP
9538,6778008,2,AFP,AFP
9539,6778019,1,AFP,AFP
9540,6802081,1,AFP,AFP
9541,6802081,2,AFP,AFP
9542,6802602,1,NTP,AFP
9543,6803202,1,PC,PC
9544,6850504,4,PC,PC
9545,6850504,5,PC,PC
9546,6850665,1,UNK,AFP
9547,6865077,1,NTP,NTP
9548,6865077,2,UNK,NTP
9549,6865077,3,UNK,NTP
9550,6865966,1,UNK,NTP
9551,6879594,3,AFP,AFP
9552,6879787,1,UNK,NTP
9553,6879865,1,PC,PC
9554,6934986,1,PC,PC
9555,6935020,1,AFP,AFP
9556,6935020,2,AFP,AFP
9557,6511354,1,AFP,AFP
9558,6511354,2,AFP,AFP
9559,6511354,3,AFP,AFP
9560,6523440,2,UNK,NTP
9561,6523587,1,UNK,NTP
9562,6525106,1,AFP,AFP
9563,6525185,1,AFP,AFP
9564,6542001,1,AFP,AFP
9565,6542001,2,AFP,AFP
9566,6542751,1,AFP,AFP
9567,6542751,2,AFP,AFP
9568,6586333,2,UNK,NTP
9569,6586333,3,UNK,NTP
9570,6586746,1,PC,PC
9571,6587002,1,PC,PC
9572,6606229,4,AFP,AFP
9573,6606282,1,UNK,AFP
9574,6606438,1,PC,PC
9575,6606481,1,UNK,NTP
9576,6616218,1,PC,PC
9577,6616218,2,PC,PC
9578,6619815,1,PC,PC
9579,6619830,1,NTP,NTP
9580,6668729,1,UNK,NTP
9581,6668729,2,UNK,NTP
9582,6670075,1,AFP,AFP
9583,6670373,1,UNK,NTP
9584,6670373,2,UNK,NTP
9585,7973706,1,NTP,NTP
9586,7973867,1,AFP,AFP
9587,7973867,2,AFP,AFP
9588,7987749,2,AFP,AFP
9589,7987866,1,PC,PC
9590,7988039,1,NTP,NTP
9591,7988343,1,AFP,AFP
9592,7988343,2,AFP,AFP
9593,8018769,2,AFP,AFP
9594,8018769,3,AFP,AFP
9595,8019250,1,AFP,AFP
9596,8042004,1,NTP,NTP
9597,8042044,1,UNK,NTP
9598,8042044,2,UNK,NTP
9599,8042044,3,UNK,NTP
9600,8042057,1,UNK,NTP
9601,8056337,2,AFP,AFP
9602,8056337,3,AFP,AFP
9603,8056651,1,AFP,AFP
9604,8056665,1,PC,PC
9605,8094120,1,PC,PC
9606,8094120,2,AFP,NTP
9607,8094140,1,AFP,AFP
9608,8094140,2,AFP,AFP
9609,8094221,1,UNK,NTP
9610,8111622,3,AFP,AFP
9611,8111716,1,NTP,NTP
9612,8111919,1,AFP,AFP
9613,8112013,1,UNK,AFP
9614,8125580,1,PC,PC
9615,8125652,1,AFP,AFP
9616,8125652,2,AFP,AFP
9617,8125652,3,AFP,AFP
9618,8156120,1,PC,PC
9619,8158127,1,PC,PC
9620,8158127,2,PC,PC
9621,8158127,3,PC,PC
9622,8175131,1,AFP,AFP
9623,8175177,1,UNK,NTP
9624,8175399,1,AFP,AFP
9625,8175399,2,AFP,AFP
9626,7816680,1,UNK,AFP
9627,7816935,1,UNK,PC
9628,7816992,1,AFP,AFP
9629,7816992,2,AFP,AFP
9630,7837733,1,AFP,AFP
9631,7837767,1,UNK,NTP
9632,7838213,1,NTP,NTP
9633,7838214,1,AFP,AFP
9634,7849879,1,UNK,NTP
9635,7866921,1,AFP,AFP
9636,7866921,2,AFP,AFP
9637,7889617,1,NTP,NTP
9638,7890526,1,UNK,NTP
9639,7890526,2,UNK,NTP
9640,7914906,1,AFP,AFP
9641,7914906,2,AFP,AFP
9642,7914906,3,UNK,NTP
9643,7914906,4,UNK,NTP
9644,7948108,1,AFP,AFP
9645,7948108,2,AFP,AFP
9646,7948108,3,AFP,AFP
9647,7948779,1,NTP,NTP
9648,7974032,1,UNK,NTP
9649,7974032,2,AFP,AFP
9650,7974032,3,AFP,AFP
9651,7974626,1,NTP,NTP
9652,7974634,1,AFP,AFP
9653,7988962,1,AFP,AFP
9654,7988962,2,AFP,AFP
9655,7988994,1,AFP,AFP
9656,8019250,2,AFP,AFP
9657,8022144,1,UNK,NTP
9658,8022144,2,UNK,NTP
9659,8022244,1,PC,PC
9660,8042057,2,AFP,AFP
9661,8042057,3,AFP,AFP
9662,8042453,1,PC,PC
9663,8056665,2,PC,PC
9664,8056665,3,NTP,NTP
9665,8056861,1,NTP,NTP
9666,8095099,1,AFP,AFP
9667,8095110,1,AFP,AFP
9668,8095321,1,AFP,AFP
9669,8095321,2,AFP,AFP
9670,8112039,1,UNK,NTP
9671,8112039,2,UNK,NTP
9672,8112515,1,NTP,NTP
9673,8112584,1,UNK,NTP
9674,8125652,4,NTP,NTP
9675,8126371,1,NTP,NTP
9676,8126422,1,UNK,NTP
9677,8126422,2,UNK,NTP
9678,8158324,1,UNK,NTP
9679,8158429,1,PC,PC
9680,8160953,1,PC,PC
9681,8161561,1,PC,PC
9682,7778838,2,UNK,NTP
9683,7778838,3,NTP,NTP
9684,7778980,1,AFP,AFP
9685,7818762,1,UNK,NTP
9686,7819024,1,AFP,AFP
9687,7819024,2,AFP,AFP
9688,7819024,3,UNK,NTP
9689,7838214,2,AFP,AFP
9690,7838639,1,UNK,AFP
9691,7838655,1,AFP,AFP
9692,7838675,1,PC,PC
9693,7867348,1,AFP,AFP
9694,7867348,2,NTP,NTP
9695,7867348,3,UNK,NTP
9696,7867348,4,AFP,AFP
9697,7868889,1,NTP,NTP
9698,7891294,1,PC,PC
9699,7897915,1,NTP,NTP
9700,7898352,1,PC,PC
9701,7898352,2,PC,PC
9702,7915386,1,UNK,NTP
9703,7915386,2,UNK,NTP
9704,7915458,1,AFP,AFP
9705,7915458,2,AFP,AFP
9706,7948784,1,PC,PC
9707,7949593,1,PC,PC
9708,7950644,1,PC,PC
9709,7974634,2,AFP,AFP
9710,7974634,3,AFP,AFP
9711,7974853,1,AFP,AFP
9712,7988994,2,AFP,AFP
9713,7988994,3,AFP,AFP
9714,7988994,4,AFP,AFP
9715,7988994,5,AFP,AFP
9716,8022244,2,PC,PC
9717,8022489,1,PC,PC
9718,8022489,2,PC,PC
9719,8042644,1,UNK,AFP
9720,8042789,1,AFP,AFP
9721,8042789,2,AFP,AFP
9722,8042835,1,UNK,NTP
9723,8057693,1,UNK,NTP
9724,8058082,1,AFP,AFP
9725,8058082,2,UNK,NTP
9726,8058082,3,AFP,AFP
9727,8095441,1,PC,PC
9728,8096395,1,UNK,PC
9729,8096395,2,UNK,NTP
9730,8097825,1,UNK,AFP
9731,8112584,2,UNK,NTP
9732,8113154,1,AFP,AFP
9733,8113154,2,UNK,NTP
9734,8113154,3,UNK,NTP
9735,8126486,1,AFP,AFP
9736,8126486,2,AFP,AFP
9737,8126558,1,PC,PC
9738,8161715,1,UNK,NTP
9739,8161715,2,AFP,NTP
9740,8161808,1,NTP,NTP
9741,7778980,2,AFP,AFP
9742,7778980,3,AFP,AFP
9743,7779077,1,PC,PC
9744,7779411,1,AFP,AFP
9745,7819833,1,AFP,AFP
9746,7819833,2,AFP,AFP
9747,7820985,1,NTP,NTP
9748,7838889,1,AFP,AFP
9749,7838889,2,AFP,AFP
9750,7838906,1,AFP,AFP
9751,7868899,1,AFP,AFP
9752,7868899,2,AFP,AFP
9753,7868967,1,UNK,PC
9754,7898445,1,UNK,NTP
9755,7898445,2,UNK,NTP
9756,7898576,1,AFP,AFP
9757,7915515,1,NTP,NTP
9758,7915824,1,UNK,NTP
9759,7916058,1,PC,AFP
9760,7916872,1,AFP,AFP
9761,7950775,1,AFP,AFP
9762,7950775,2,AFP,AFP
9763,7950994,1,UNK,NTP
9764,7951015,1,UNK,NTP
9765,7974853,2,AFP,AFP
9766,7974853,3,AFP,AFP
9767,7974877,1,NTP,NTP
9768,7975727,1,AFP,AFP
9769,7988994,6,AFP,AFP
9770,7988994,7,NTP,NTP
9771,7989079,1,AFP,AFP
9772,7989079,2,AFP,AFP
9773,8022489,3,PC,PC
9774,8023317,1,AFP,AFP
9775,8023668,1,UNK,NTP
9776,8023848,1,NTP,NTP
9777,8024918,1,AFP,AFP
9778,8043052,1,AFP,AFP
9779,8043052,2,AFP,AFP
9780,8043299,1,UNK,NTP
9781,8043299,2,UNK,NTP
9782,8058127,1,NTP,NTP
9783,8058127,2,UNK,NTP
9784,8058127,3,UNK,NTP
9785,8098120,1,AFP,AFP
9786,8098120,2,AFP,AFP
9787,8098212,1,PC,PC
9788,8098300,1,UNK,AFP
9789,8113154,4,UNK,NTP
9790,8113255,1,UNK,NTP
9791,8114532,1,AFP,AFP
9792,8114532,2,UNK,NTP
9793,8127448,1,UNK,NTP
9794,8127586,1,AFP,AFP
9795,8127607,1,NTP,AFP
9796,8127639,1,AFP,AFP
9797,8161816,1,AFP,NTP
9798,8161816,2,AFP,NTP
9799,8161825,1,AFP,NTP
9800,8161830,1,AFP,NTP
9801,7779411,2,AFP,AFP
9802,7779942,1,AFP,AFP
9803,7779942,2,AFP,AFP
9804,7779942,3,AFP,AFP
9805,7820985,2,UNK,NTP
9806,7821010,1,AFP,AFP
9807,7821010,2,AFP,AFP
9808,7821689,1,NTP,NTP
9809,7821926,1,UNK,NTP
9810,7838906,2,AFP,AFP
9811,7838906,3,UNK,AFP
9812,7838908,1,AFP,AFP
9813,7838908,2,AFP,AFP
9814,7839003,1,UNK,NTP
9815,7869917,1,PC,PC
9816,7870032,1,PC,PC
9817,7870250,1,AFP,AFP
9818,7870282,1,AFP,NTP
9819,7899070,1,PC,PC
9820,7899980,1,UNK,NTP
9821,7900137,1,UNK,NTP
9822,7900367,1,UNK,NTP
9823,7916872,2,AFP,AFP
9824,7917014,1,AFP,AFP
9825,7917014,2,AFP,AFP
9826,7951018,1,PC,PC
9827,7953247,1,NTP,NTP
9828,7953880,1,UNK,NTP
9829,7953880,2,NTP,NTP
9830,7975727,2,AFP,AFP
9831,7976136,1,UNK,AFP
9832,7976435,1,UNK,NTP
9833,7989187,1,AFP,AFP
9834,7989187,2,AFP,AFP
9835,7989348,1,AFP,AFP
9836,8024918,2,AFP,AFP
9837,8025357,1,AFP,AFP
9838,8025357,2,AFP,AFP
9839,8043299,3,UNK,NTP
9840,8043436,1,UNK,NTP
9841,8043436,2,UNK,NTP
9842,8043436,3,UNK,NTP
9843,8058135,1,AFP,AFP
9844,8058211,1,UNK,NTP
9845,8058241,1,UNK,NTP
9846,8058507,1,AFP,AFP
9847,8098515,1,UNK,NTP
9848,8098515,2,UNK,NTP
9849,8098728,1,AFP,AFP
9850,8114532,3,AFP,AFP
9851,8114921,1,UNK,NTP
9852,8114921,2,AFP,AFP
9853,8114921,3,AFP,AFP
9854,8127648,1,AFP,AFP
9855,8127684,1,AFP,AFP
9856,8127684,2,AFP,AFP
9857,8128067,1,AFP,AFP
9858,8161830,2,AFP,NTP
9859,8162376,1,AFP,AFP
9860,8162789,1,PC,PC
9861,7779942,4,AFP,AFP
9862,7779942,5,AFP,AFP
9863,7797715,1,NTP,NTP
9864,7798259,1,AFP,AFP
9865,7798259,2,AFP,AFP
9866,7825680,1,AFP,AFP
9867,7825680,2,AFP,AFP
9868,7825899,1,PC,PC
9869,7839003,2,AFP,AFP
9870,7839003,3,AFP,AFP
9871,7839007,1,UNK,NTP
9872,7839814,1,UNK,NTP
9873,7870306,1,AFP,AFP
9874,7870350,1,UNK,NTP
9875,7870390,1,PC,PC
9876,7900367,2,UNK,NTP
9877,7900450,1,NTP,NTP
9878,7901016,1,PC,PC
9879,7901718,1,AFP,AFP
9880,7917485,1,AFP,AFP
9881,7917485,2,AFP,AFP
9882,7917485,3,AFP,AFP
9883,7918172,1,UNK,AFP
9884,7918172,2,UNK,AFP
9885,7954107,1,AFP,AFP
9886,7954107,2,AFP,AFP
9887,7954278,1,AFP,AFP
9888,7954278,2,AFP,AFP
9889,7976435,2,UNK,NTP
9890,7976520,1,PC,PC
9891,7976845,1,UNK,NTP
9892,7977197,1,PC,PC
9893,7989348,2,AFP,AFP
9894,7989422,1,AFP,AFP
9895,8004558,1,UNK,NTP
9896,8004558,2,UNK,NTP
9897,8025596,1,PC,PC
9898,8026371,1,UNK,NTP
9899,8026752,1,AFP,AFP
9900,8026752,2,AFP,AFP
9901,8043638,1,PC,PC
9902,8043638,2,UNK,PC
9903,8043714,1,AFP,AFP
9904,8043714,2,UNK,AFP
9905,8058507,2,AFP,AFP
9906,8059291,1,NTP,NTP
9907,8073705,1,PC,PC
9908,8073806,1,PC,PC
9909,8098728,2,AFP,AFP
9910,8098728,3,UNK,NTP
9911,8098728,4,UNK,NTP
9912,8098960,1,UNK,PC
9913,8115647,1,UNK,PC
9914,8120184,1,UNK,NTP
9915,8120608,1,PC,PC
9916,8120608,2,PC,PC
9917,8128067,2,AFP,AFP
9918,8128247,1,AFP,AFP
9919,8128965,1,UNK,AFP
9920,8129005,1,AFP,AFP
9921,8162789,2,UNK,PC
9922,8162790,1,AFP,AFP
9923,8164012,1,PC,PC
9924,8164257,1,PC,PC
9925,7798339,1,AFP,AFP
9926,7798339,2,UNK,NTP
9927,7798339,3,UNK,NTP
9928,7825899,2,PC,PC
9929,7825899,3,PC,PC
9930,7826620,1,PC,PC
9931,7826659,1,PC,PC
9932,7840035,1,AFP,AFP
9933,7840035,2,AFP,AFP
9934,7840044,1,AFP,AFP
9935,7840145,1,NTP,NTP
9936,7870390,2,PC,PC
9937,7870390,3,PC,PC
9938,7870958,1,UNK,NTP
9939,7870980,1,UNK,NTP
9940,7901718,2,AFP,AFP
9941,7901718,3,AFP,AFP
9942,7901948,1,PC,PC
9943,7902001,1,UNK,NTP
9944,7918172,3,UNK,AFP
9945,7918217,1,AFP,AFP
9946,7918401,1,UNK,NTP
9947,7918478,1,PC,PC
9948,7954705,1,UNK,NTP
9949,7955301,1,AFP,AFP
9950,7955301,2,AFP,AFP
9951,7955545,1,NTP,NTP
9952,7977197,2,PC,PC
9953,7977198,1,UNK,NTP
9954,7977198,2,UNK,NTP
9955,8004903,1,PC,PC
9956,8006773,1,UNK,NTP
9957,8007174,1,PC,PC
9958,8007262,1,UNK,NTP
9959,8026752,3,AFP,AFP
9960,8026887,1,AFP,AFP
9961,8026887,2,AFP,AFP
9962,8043721,1,AFP,AFP
9963,8043882,1,AFP,AFP
9964,8043968,1,AFP,AFP
9965,8044008,1,AFP,AFP
9966,8073821,1,UNK,NTP
9967,8073821,2,UNK,NTP
9968,8074328,1,PC,PC
9969,8099138,1,PC,PC
9970,8103917,1,AFP,AFP
9971,8103917,2,AFP,AFP
9972,8120608,3,PC,PC
9973,8120608,4,PC,PC
9974,8120608,5,PC,PC
9975,8120820,1,UNK,PC
9976,8129189,1,AFP,AFP
9977,8129189,2,AFP,AFP
9978,8129588,1,UNK,NTP
9979,8129619,1,UNK,NTP
9980,8164257,2,PC,PC
9981,8164257,3,PC,PC
9982,8164262,1,AFP,PC
9983,8164262,2,AFP,AFP
9984,7798339,4,AFP,AFP
9985,7798924,1,AFP,AFP
9986,7798924,2,AFP,AFP
9987,7799575,1,UNK,NTP
9988,7826705,1,NTP,NTP
9989,7827152,1,NTP,NTP
9990,7827152,2,NTP,NTP
9991,7829836,1,PC,PC
9992,7840358,1,UNK,NTP
9993,7840502,1,UNK,NTP
9994,7840642,1,AFP,AFP
9995,7871395,1,UNK,NTP
9996,7871954,1,PC,PC
9997,7871954,2,PC,PC
9998,7872212,1,AFP,AFP
9999,7902003,1,PC,PC
10000,7902035,1,AFP,AFP
10001,7902035,2,AFP,AFP
10002,7902035,3,AFP,AFP
10003,7918652,1,PC,PC
10004,7918688,1,AFP,AFP
10005,7918688,2,AFP,AFP
10006,7955580,1,PC,PC
10007,7955898,1,UNK,NTP
10008,7955898,2,UNK,NTP
10009,7955898,3,NTP,NTP
10010,7977198,3,UNK,NTP
10011,7977198,4,NTP,NTP
10012,7977956,1,UNK,NTP
10013,7977956,2,UNK,NTP
10014,8007644,1,PC,PC
10015,8007675,1,UNK,PC
10016,8008067,1,PC,PC
10017,8027456,1,UNK,NTP
10018,8027456,2,UNK,NTP
10019,8027456,3,NTP,NTP
10020,8027902,1,UNK,NTP
10021,8044016,1,AFP,AFP
10022,8044075,1,NTP,NTP
10023,8044075,2,UNK,NTP
10024,8044600,1,AFP,AFP
10025,8074805,1,AFP,AFP
10026,8074805,2,AFP,AFP
10027,8075618,1,AFP,AFP
10028,8075991,1,NTP,NTP
10029,8103917,3,UNK,NTP
10030,8103917,4,UNK,NTP
10031,8104030,1,AFP,AFP
10032,8104030,2,AFP,AFP
10033,8121067,1,AFP,AFP
10034,8121280,1,UNK,NTP
10035,8121310,1,PC,PC
10036,8121328,1,PC,PC
10037,8129631,1,UNK,AFP
10038,8129631,2,UNK,NTP
10039,8142547,1,AFP,AFP
10040,8142547,2,AFP,AFP
10041,8164262,3,AFP,AFP
10042,8164262,4,AFP,AFP
10043,8164812,1,UNK,NTP
10044,8165617,1,AFP,AFP
10045,7800087,1,AFP,AFP
10046,7800087,2,AFP,AFP
10047,7800285,1,AFP,AFP
10048,7830321,1,AFP,AFP
10049,7830321,2,AFP,AFP
10050,7830341,1,NTP,NTP
10051,7830351,1,NTP,NTP
10052,7840642,2,AFP,AFP
10053,7841514,1,AFP,AFP
10054,7841514,2,AFP,AFP
10055,7841640,1,AFP,AFP
10056,7872212,2,AFP,AFP
10057,7872212,3,AFP,AFP
10058,7877496,1,PC,AFP
10059,7902204,1,UNK,PC
10060,7902286,1,NTP,NTP
10061,7902287,1,UNK,NTP
10062,7903086,1,AFP,AFP
10063,7918688,3,NTP,NTP
10064,7918737,1,UNK,NTP
10065,7918737,2,UNK,NTP
10066,7918992,1,PC,PC
10067,7956132,1,NTP,NTP
10068,7956461,1,UNK,NTP
10069,7956461,2,NTP,NTP
10070,7956520,1,UNK,NTP
10071,7977996,1,AFP,AFP
10072,7977996,2,AFP,AFP
10073,7978202,1,PC,PC
10074,7978226,1,AFP,AFP
10075,8008067,2,PC,PC
10076,8008067,3,PC,PC
10077,8008128,1,AFP,AFP
10078,8008128,2,AFP,AFP
10079,8028063,1,UNK,NTP
10080,8029197,1,AFP,AFP
10081,8029546,1,AFP,AFP
10082,8044608,1,AFP,AFP
10083,8044608,2,AFP,AFP
10084,8044889,1,AFP,AFP
10085,8076630,1,AFP,AFP
10086,8077137,1,PC,PC
10087,8077137,2,PC,PC
10088,8078502,1,PC,PC
10089,8104065,1,UNK,NTP
10090,8104065,2,UNK,NTP
10091,8104436,1,AFP,PC
10092,8104598,1,UNK,NTP
10093,8121586,1,NTP,NTP
10094,8122232,1,NTP,NTP
10095,8122232,2,AFP,AFP
10096,8142787,1,PC,PC
10097,8142942,1,PC,PC
10098,8143170,1,AFP,AFP
10099,8143170,2,AFP,AFP
10100,8165617,2,AFP,AFP
10101,8165946,1,PC,PC
10102,8166299,1,UNK,NTP
10103,7800750,1,AFP,NTP
10104,7801070,1,PC,PC
10105,7802136,1,AFP,AFP
10106,7802136,2,AFP,AFP
10107,7830637,1,AFP,AFP
10108,7830637,2,AFP,AFP
10109,7830684,1,AFP,AFP
10110,7830684,2,AFP,AFP
10111,7841640,2,AFP,AFP
10112,7841925,1,PC,PC
10113,7841925,2,PC,PC
10114,7877496,2,AFP,AFP
10115,7877818,1,AFP,AFP
10116,7877818,2,AFP,AFP
10117,7877820,1,AFP,AFP
10118,7904375,1,UNK,AFP
10119,7905106,1,PC,PC
10120,7905191,1,UNK,AFP
10121,7919653,1,UNK,AFP
10122,7919763,1,UNK,NTP
10123,7935997,1,UNK,PC
10124,7936033,1,UNK,NTP
10125,7956547,1,NTP,NTP
10126,7957709,1,UNK,NTP
10127,7957881,1,AFP,AFP
10128,7957881,2,AFP,AFP
10129,7978226,2,AFP,AFP
10130,7978458,1,UNK,NTP
10131,7979504,1,NTP,NTP
10132,8008206,1,PC,PC
10133,8008206,2,PC,PC
10134,8009350,1,PC,PC
10135,8009496,1,UNK,AFP
10136,8029546,2,AFP,AFP
10137,8029848,1,AFP,AFP
10138,8030148,1,PC,PC
10139,8030339,1,AFP,AFP
10140,8044889,2,AFP,AFP
10141,8045482,1,UNK,NTP
10142,8046010,1,UNK,NTP
10143,8046010,2,AFP,AFP
10144,8081187,1,PC,PC
10145,8081239,1,PC,PC
10146,8081389,1,AFP,AFP
10147,8081389,2,AFP,AFP
10148,8104598,2,NTP,NTP
10149,8105398,1,AFP,PC
10150,8105398,2,UNK,PC
10151,8122232,3,AFP,AFP
10152,8123127,1,UNK,NTP
10153,8123127,2,UNK,NTP
10154,8123170,1,UNK,NTP
10155,8143646,1,UNK,NTP
10156,8143783,1,UNK,NTP
10157,8144096,1,UNK,NTP
10158,8145462,1,UNK,NTP
10159,8145789,1,UNK,AFP
10160,8166299,2,UNK,NTP
10161,8166912,1,NTP,NTP
10162,8167504,1,NTP,NTP
10163,8167922,1,AFP,AFP
10164,7802719,1,PC,PC
10165,7808587,1,PC,PC
10166,7808747,1,NTP,NTP
10167,7810483,1,AFP,PC
10168,7831264,1,PC,PC
10169,7831264,2,PC,PC
10170,7831302,1,AFP,AFP
10171,7841925,3,PC,PC
